Combined Vectors
16003.664267910646
14475.073125894736
13113.282197832852
16841.3215930342
12293.84463867996
17884.92130259454
13416.092724783919
16044.000623285952
20272.336545154336
20735.18926848752
14440.188814555024
17882.417090538962
17299.067720544943
14766.487598613287
13969.866499004205
10952.626123446376
13983.187798209678
16441.86938884992
21505.405553023174
13563.184618665338
18711.717879446558
14238.704575908583
17833.22295604471
16360.166105513721
17552.230655959374
13907.782138069319
15361.685454402455
12194.99844198432
18211.865664999837
16447.683453909245
17983.50808379722
14775.227206374864
17225.082002707564
16669.682480479343
16784.64765790453
17484.809178255276
14533.718725776966
16554.956750170022
10654.842561014217
16960.416356917656
15526.370181082248
19595.44949726849
19131.94347158699
19345.29327769419
16135.100743410312
17560.28191687138
18952.48674976453
19077.15463584651
15396.24187910803
11172.290857295115
17971.200822426974
16150.703916548035
18739.388463874697
14493.022700596312
18318.596125249336
14142.912005665594
22255.607495640284
15900.905760364722
15862.176553045929
11459.042979236965
12654.218901220256
16041.39853628729
14374.23490137823
13849.884692660802
14081.16973124037
18915.25611774792
21124.05029817909
17510.49254018858
16066.795697960437
18655.51277772873
17330.065954865837
19430.88477141481
16276.377606826403
15027.684751817227
12486.076285206655
16899.43649948128
15999.077598411728
18976.82136186142
14653.970929410227
15746.42775362082
19203.781033952662
18190.650043360187
13025.763432520951
14790.208179738378
19017.40050585253
16687.656396270868
16320.640612426952
12097.320695096085
14765.85906745693
19573.29364210326
18697.284883105352
18438.559217032114
17429.619846686273
18184.371889070022
16009.58425443959
13966.326252812512
14164.160864661204
12377.84229985178
17886.155679742922
17216.34557622494
16269.43702160588
19277.470425343672
14229.174326010627
18442.84866825079
17646.05973014939
18362.15654546056
11286.75298746278
15171.20146857196
14938.416080696106
15993.95420151002
15753.329838481768
15207.043006449347
21574.01367386236
17662.67213645772
16405.64201730612
17297.17511618588
16387.23600855251
16654.160651320737
19328.65753227575
17181.037250410696
13576.637985893267
12596.850320615864
14476.28616047638
18340.299779447447
15930.440922962553
15356.292879468014
17694.86154226701
17912.688100896525
19033.990648311246
12942.0296321713
12352.597985848968
14978.933907324646
15849.362006087185
18761.224267088754
15397.7323979864
13435.542527192565
17720.9693301467
20289.54324276424
18351.520781668205
16195.846689815262
16450.311607990894
15150.6092286746
15571.892434768486
13782.948342063826
14448.48095821841
16656.199086226126
11944.22521555919
17501.09122312092
16927.856007185317
16102.788174723035
20077.39848685581
16303.896006783163
17571.837126493065
15275.017544998107
13183.175831338973
18952.056141748842
19016.294328811804
17681.480283053228
18003.288199659528
16534.295993479733
16617.368293445266
21640.08717634936
17402.85430611887
16387.952556680168
14023.450395676522
12462.115269888976
18663.655670848624
14133.398211329079
12534.114009374576
14739.805901028683
16163.72856119528
15678.825593774554
16042.682662198364
16000.442181389863
16239.088767538651
18123.080008651952
17656.460828829768
17307.43868976574
11504.837417364923
14267.690422769903
18153.385056236755
14856.15976623838
18951.17328821622
17197.268620336195
16660.01368546857
17765.15288422816
17795.397860121026
16822.78018045769
14784.573953956198
17112.09563437512
14206.697329076875
16864.733677114502
16740.26370760031
14047.247239228047
20097.39214425593
19199.732185632172
18926.42430571607
18141.87603308985
16455.234790181512
17495.004629893643
18464.22903887406
14828.10797101235
14432.208701373467
16642.767678484248
16918.479600720628
15692.770947159077
16316.285147054767
16444.595039100233
17740.805985072944
17382.516561188717
17093.10559845694
16043.322411520627
14162.03255186204
13689.426941987016
15296.339954381245
16429.60936845426
15107.490062879406
17469.677100622095
17784.43780387786
20538.760040469824
17964.98215974622
17163.272677435383
15288.913924801853
17385.55843221609
18136.3722116635
15204.399889505668
13610.725550094676
15285.083316750353
17304.194722667682
16614.546066624873
18445.3968512472
13237.273586354555
17547.097366801154
12512.860344461613
18265.1503689403
12432.710283763552
17976.556066165733
15941.341411562578
14198.371808063064
15503.392789966976
16186.70927026244
16807.429488175756
17838.379354638695
20349.522893670015
15973.409592194148
16092.955570683715
16339.368990263974
17563.67344834218
14661.194562517749
16520.257443514613
15092.5598888989
12728.28841596544
17313.980593728294
18721.10239809611
18707.498496592216
16720.566557386745
18518.43546307301
15367.32907827512
19596.585927145574
13369.927449316992
15192.780160326154
15015.0459206757
17503.355621137336
14813.209847970156
18938.39473133877
17059.51054397517
18804.66388957803
18923.131374061748
19142.774772743895
18519.459846334612
16162.487834488848
13274.266834744583
16995.10211796328
13077.610102767248
12478.852711687881
18753.503912602573
18570.717029775667
15841.927439551035
14782.238632899958
16911.222782519304
16332.225139276032
17582.8865093306
16537.199914132983
17099.99514619814
10866.283725358913
16996.614339332406
15076.40626939988
16440.48426902322
16989.493135464636
20002.860645417695
19131.270579864788
18034.314431106053
16185.939422844755
16072.799476133583
14641.288638641068
14334.482550828265
14361.24378318257
18871.028482835798
15467.184488458137
16179.702593063941
15686.91371812824
16707.418711458693
19084.207947934334
16623.24986276751
14190.123642872179
16782.849609050307
15453.088299754196
12999.833998940141
15478.98850054486
16265.639950521467
16247.573634238437
15212.992605007077
14330.634319526822
16742.745414059187
14821.889758057168
17243.5466479492
16054.020867060064
17246.31702712205
13716.910038343183
15928.586126834987
13940.613293539132
15422.127317591436
13643.487054268788
19027.60423700262
19565.851399824132
22286.231287501258
15742.011624948065
14940.453440240695
16283.760867809377
19090.334832055723
15523.111447129406
14480.822973850623
13151.683504403532
15789.501923746677
18643.78231475577
16143.952490019288
17640.62615101856
16677.35677498086
20352.200347873935
17562.798040175716
18406.62731192219
18660.471858985773
16678.877360302162
12781.210075732266
16851.629090387672
17427.514251894903
14997.247047375062
15812.21167326064
17096.55810389916
18554.822607613365
14640.780477829725
16995.14686609092
16070.290196508588
20106.580092099204
10541.216770373332
14185.995418017024
12722.518500674307
15446.973360500107
19905.668087255952
17939.092117495802
14138.708462939605
17327.41074136583
16634.850314926192
17124.787794305656
16501.790084715052
14952.516644364587
16454.870221305304
13544.466508504496
16317.773438799792
12562.428228650702
14872.16628470782
18757.50567106405
20523.249693944672
18837.37797571626
15869.294218710547
17646.064575423043
16809.363878505337
13658.893403200715
15451.315575057031
12557.00366329484
17057.736719740988
14997.831443245386
19230.695515243333
13801.781551669335
17657.402555302408
15195.201249078606
