Combined Vectors
13138.9975645024
15538.211834056066
13922.045072474088
19479.382459410772
16115.073254565119
16115.989389423165
16069.854821995126
13506.732876606393
20323.27579402494
15036.160946199
14724.838165494384
13756.530849018585
15329.368969399882
15551.994952416877
14821.345519216533
14514.345352099073
20642.017924611926
18395.250066253517
18642.965697549305
14268.244461040047
17850.15949508575
17744.219227680886
18259.442297069207
14069.1779432915
18908.91866289556
12690.570475750883
22877.26972346132
20169.858849283006
14085.759652926072
16603.322619283164
15680.221267571449
12189.56738362769
16242.81662766652
18363.295700935603
12550.48879526212
13233.989383402119
14151.10246588583
19109.44666912153
19074.115470972698
16487.206979958733
14338.468293370808
19724.72362290534
16651.936493993726
17542.870517677544
16507.277455716314
16017.021071347817
18608.075101955066
17626.62931476123
12930.542370681904
10318.707380287513
17813.46824736834
18999.671286630197
18562.10421800287
15451.33680300834
14119.330366557757
14392.258856760463
19108.505383728996
12452.789888213805
11337.791539801743
12697.810244290155
20490.481399908593
17817.863480226802
18502.115203403097
16201.497862852064
17350.01533140533
18842.591541505113
19129.863721417358
15762.991974875837
13340.276646306853
18061.17147363371
15290.963704096612
14446.249997836809
13459.42710519285
17278.75325363494
16242.443350678494
17042.22975434846
13887.513348328419
12522.864768095198
14265.374933733778
15712.490891007701
15723.439668215095
16625.45094125269
13168.500142385237
15241.90962445323
20048.91266378304
18538.059957827303
16691.870356553816
17123.690402480417
22658.593976679134
19816.097345340226
18721.804827526645
12498.445023281896
14102.1238116817
12878.267585354793
14494.362869750432
14311.112081176641
15291.361548272933
15011.471113784952
14475.100759580224
20322.083997464433
18332.593515375833
16970.756258929654
17586.29062650791
15235.665426885693
14603.61143690149
14988.880211676922
14011.463449618674
19632.189740321886
16582.063834155266
19582.5798351494
13636.735423113554
21209.332309151083
17722.813828509286
21512.503829168745
16236.106768557542
15282.792742165942
13886.749007597135
15038.406996753347
16301.915255576567
16258.485415314675
15215.049523415952
15692.074719424452
14697.830758312602
19623.39162836027
15410.564590565786
14905.231598334862
15650.885246528389
14158.467466502158
15045.248917847786
13793.071086599968
17634.02395938034
10056.391947413347
21696.3693967447
16603.840429250096
19008.93250553539
17229.367022615777
16471.38907317777
19632.643123125323
12980.16533022596
17472.082073983056
11435.527534836336
19552.70891718076
14262.631734711515
15471.422171216194
16293.734593395095
18309.95581644041
19736.380215226905
20607.46607421689
17288.667675677036
13727.34271445133
15552.546318850815
16805.42088137039
15615.861231453102
16385.550982496745
11932.161623109201
17986.055626512447
18371.595575779476
19933.066046145534
18534.582865551627
13974.129454101962
18712.707607398774
12920.23177036697
20451.98672501036
11997.041343598012
19288.464194953416
15520.225900417816
14243.132450412726
13132.130482141883
18346.34598496387
21135.33110694034
18529.895007797535
19199.470565617168
14760.108028059958
13225.05542521467
15460.798782727883
12079.75285343206
