AccX
-348
540
2056
-1309
1878
-842
1939
-1115
1165
-2132
-309
-1059
2731
-955
1937
967
1445
295
-1043
-1547
289
-610
1154
1108
2318
2518
786
819
-265
-602
-1066
2228
-1447
-734
-844
718
-373
410
-1108
2487
-152
1495
64
1895
-2542
2236
-459
3597
528
2345
775
-766
-1331
-1450
253
1001
-1847
1148
436
330
-77
942
-216
671
2092
-2003
1317
-1090
1611
-1060
451
-1139
2110
1185
1636
-1941
1696
-195
645
-1554
416
-218
3117
573
376
303
460
3309
-1893
-1008
152
3163
108
1997
-2063
2288
1701
1464
477
774
-727
1355
-1133
211
-2847
1535
-112
1316
-1786
1512
878
800
-3742
44
1144
2205
1560
-159
70
3069
3950
-1278
498
650
641
-457
-485
-2685
2694
-688
1545
-870
990
1374
2233
-1977
-147
-1932
1498
1234
2387
1425
2236
1084
2001
-1465
82
1498
54
1058
-2573
1274
2904
2125
-641
452
168
1970
-1148
-2168
-2064
-357
-347
2358
12
2505
1182
3914
529
461
-3407
758
-715
-2662
-127
2388
3358
-154
-1904
-1175
2674
-28
-434
-4096
1160
975
1846
-199
4264
261
3808
-1328
-1200
-1431
1043
-202
-649
-1055
3285
4358
3931
-395
-470
483
833
-3243
-1789
67
2707
1191
-808
1163
1000
3293
438
-1185
-2653
1547
-926
846
480
3722
3992
2714
-374
-540
-2379
550
-2321
-2497
-1445
2351
1972
-191
-1011
1019
5113
437
-3182
-1656
744
2257
1871
-751
996
1140
3482
-1104
-795
-863
175
-3402
-716
-1604
3702
5637
1350
89
906
1259
2259
-3223
-3980
1379
1177
1878
475
-1220
2452
2564
-1661
-2042
-372
1608
-1881
445
-1111
1371
3380
4153
-566
1387
-1565
-631
-2861
-518
-2556
969
1489
2882
-1568
1846
1447
1242
-2685
-1337
-88
1270
996
-1276
-149
2208
2062
118
-499
-1094
726
-2662
251
-1960
1717
1141
3395
256
1620
576
2380
-3356
-3736
-2256
835
1739
-200
-2181
3321
3319
769
39
-2229
778
576
-1
-828
1856
4201
2198
-448
2028
37
2076
-308
-2882
-3623
1394
-130
2203
776
2213
3017
3526
-1734
-1173
-358
1482
199
-3076
456
4848
2658
114
-1002
-1626
1989
415
-996
-1200
931
442
902
-2226
2122
-248
2454
-842
-1690
-545
1813
-995
-562
-1493
2338
4424
4681
-284
-20
439
3720
-813
-2608
582
660
1447
-490
1154
-287
2888
-1227
-3019
89
2339
1078
-334
-2291
1917
513
3246
-416
801
201
1211
-2347
-1227
-2527
1387
1459
-420
-350
605
1721
1305
-3582
-110
701
-42
1930
-362
-188
-333
1779
-1002
3186
491
2474
-1019
1134
-2421
-834
403
2858
-1979
884
630
2608
-1030
-1902
-1629
262
439
247
429
-254
3745
550
1961
1715
854
149
2319
-1883
-534
-43
2662
-850
517
-91
2867
-1276
896
-4023
83
-59
823
24
-139
1849
1697
-1064
-441
1357
-36
998
-1412
-2232
-944
558
-1063
1003
-428
2787
881
913
-595
279
-2171
1313
100
2491
1285
2561
670
-1109
-2035
-6
-318
35
-1830
-2303
1564
1832
585
686
1191
-814
2463
-3602
-708
-1798
-164
-634
335
770
3302
1141
1138
-1947
582
-2329
1024
-2339
2132
884
4239
2300
231
638
-1538
1764
-827
-2533
-905
-424
-1129
650
214
2673
3264
632
-2276
1183
-1693
6
-1698
839
207
581
532
2212
-995
5
655
-1738
-1436
-1024
767
2548
1446
958
-424
884
3949
-1258
-1282
-3004
-785
-1219
3128
-563
3465
2384
1827
-1095
-1433
-857
298
-3196
-1988
-2007
3880
2386
2740
-239
1276
878
266
-3119
-1922
448
760
2817
546
2195
3274
2716
-859
233
-1086
-72
-3128
-2708
-386
1968
1729
3312
-1208
1813
500
255
-2646
-1314
-1153
1827
592
190
2159
3803
1464
-2180
-690
-1025
-409
213
-1287
-2650
3910
2406
3095
669
2429
-1053
885
-3080
-1246
-743
1175
2293
1919
1272
3540
2394
2107
-3296
-1930
-2025
670
812
-46
1373
3235
2680
-987
-123
-2119
416
-2431
-2763
-1209
2776
1210
1510
84
3068
1799
3517
-1497
-436
-3979
2117
-494
1325
21
2799
2075
1746
-1547
-2293
764
-271
-1472
-336
2565
3357
1085
-1041
498
-997
2713
-2924
-689
-1584
686
-1581
1855
-623
3087
3336
1893
-816
-1767
-3046
1167
-2430
-240
-1572
2519
2805
765
-553
-1495
18
679
-1199
-519
2765
460
2409
-635
2267
2061
2173
-2199
-1387
-1207
-614
-1421
-300
-1962
2157
1830
3555
-2193
-1504
-795
637
-1731
-1795
-1305
2420
3181
1048
-105
1346
1796
-795
-1077
506
2736
560
684
-2342
2593
2630
1463
-1238
1024
-912
1083
-2544
-329
-768
1284
-445
3589
-2636
1317
1165
1499
-1382
-1418
-604
2194
493
-382
190
966
1083
-377
-277
271
2448
-543
-425
-2537
3883
1992
1210
-953
332
330
2750
-1994
-3
-1553
1703
1152
1412
-2393
1562
100
2178
-574
-22
-621
1712
-2123
-896
816
3193
199
-666
-654
124
2113
484
-2784
-1922
1199
-1161
1206
-509
1312
906
2560
306
850
-611
2482
-589
-2031
-1488
2819
1129
1227
-221
-482
2282
656
-501
-2937
-268
-289
645
-2113
-370
1062
3794
-16
-1286
-994
2312
-692
-975
-4294
1336
2755
4737
1567
855
-294
3399
-2454
-1417
-1081
-422
1732
-914
-625
-214
3693
1205
-1858
-1795
1873
1115
-54
-2726
-790
2916
3514
91
2221
-242
3126
-1324
-2414
-2903
611
-5
1366
-1686
1958
4565
1367
-2207
-334
555
1288
796
-3221
-382
939
4531
-536
1733
1338
1959
-2651
-951
-3664
126
873
-25
-639
1554
1365
3867
-1365
-2979
-2953
-639
-1161
-670
-703
3960
3075
1016
1528
890
2791
1250
-412
-4445
356
2607
3184
-437
1630
943
3415
-1639
-2454
-4963
26
-1367
31
450
2959
3233
3036
562
-747
1111
1340
-963
-2214
-1637
3854
2431
1433
1409
-1193
1814
912
-897
-3436
23
128
549
-1320
1812
2408
3752
1642
-2591
-2074
1234
-681
1742
635
2115
3622
4237
1602
-591
-616
990
-737
-5100
-1764
1229
1336
-515
-1132
1721
3600
1415
-4285
-1907
1357
1393
2344
-1927
1141
687
4696
1094
1534
-779
1590
-2374
-1238
-1477
497
2860
1049
-637
2169
904
2363
-1677
-3797
-2008
841
1492
528
-1479
2130
3447
1304
-1419
-98
-717
373
491
-2861
512
1205
3097
-685
2581
-437
2438
-1841
-221
-3454
-1178
676
1245
-32
1646
189
2693
-389
-1971
-3780
-165
-638
185
-1873
3733
3810
1096
754
-1774
-347
2373
1900
-1740
391
1452
1054
1094
2034
708
2309
-548
1436
-1836
513
-2176
603
54
2173
454
5093
598
-1648
-561
1612
379
1091
-2041
1656
1236
1040
1585
-301
1210
1267
-1405
-556
2291
-2075
-140
-1159
208
-1501
2795
686
1347
434
1336
-899
366
71
1280
824
1534
1131
1857
1308
1960
-1332
-3743
187
-1275
456
8
404
-2017
3448
135
700
1270
2430
143
1539
-2387
1082
-1516
2509
-56
2625
372
2385
-303
-484
-2763
269
1468
-748
854
73
981
2227
2943
423
1231
-696
-1476
72
-132
-2340
1197
-1448
4433
-155
969
953
1107
-1774
-1965
-1811
1730
1516
1196
-331
1888
1457
541
-1197
596
1274
-612
986
-2666
3092
2776
2598
-974
705
1609
2922
-1616
-2110
-2038
119
-1938
1436
-1659
3525
472
1806
-689
-488
-1808
811
-1128
-667
585
4098
2209
282
-1339
312
2575
115
-1944
-3908
1195
-399
2321
1059
202
1776
2913
-2216
-298
-3014
1296
-1508
-559
-368
3539
2329
3004
-1268
-770
-23
1232
-1155
-678
-220
1304
307
813
901
-196
3123
-1676
-4188
-3070
638
-531
1979
-480
4004
2223
3123
674
865
-3606
773
-1104
-983
-1322
1864
2200
3808
-1188
570
2811
-450
-2256
-2540
259
1087
1972
-1270
498
18
3843
205
-1356
-1516
-413
-4066
1185
-514
4589
3838
1900
611
1871
-2038
1191
-2773
-3201
-2859
-130
1993
3065
-1299
1593
3809
265
-1884
-1919
136
1740
1118
-1716
709
3212
4204
-695
-778
-1344
127
-2887
-1947
-3248
1308
949
1593
49
1438
468
3465
-3896
-2103
-1590
1262
965
983
80
4226
3655
336
-1318
-2057
2510
-603
-283
-1801
844
1941
1370
-831
659
-342
773
-2415
-2397
-18
2028
-2350
1468
-458
2904
2835
2784
-1649
-1747
-3612
1170
-2320
-2146
743
3489
538
749
-1334
-1117
2807
-1211
-814
-2298
825
51
811
-1001
4020
713
2748
522
-776
-1095
493
800
-259
-1901
3132
3078
2414
-16
-1470
1956
349
-1935
-1360
1607
964
1275
-1076
967
-743
2586
312
-1687
-301
2442
-1161
1311
-1683
2137
2168
2642
-996
-163
-1857
2732
-1782
-1399
-1321
722
1495
-839
-461
-1294
-912
711
-843
-98
2818
-707
514
-666
1865
711
3870
-492
1246
-1984
1858
403
-2325
-703
654
1104
1990
-1669
3
2760
1316
-1813
590
550
1228
670
-2485
643
1662
3314
-385
982
-261
992
312
-2935
-1754
1210
139
2057
-2856
81
2906
374
-2895
-285
746
2178
1678
-2270
185
-108
3162
-1478
-6
209
2234
403
-1475
-2295
964
1220
1224
-1814
477
1260
2938
-2580
27
-1782
417
2113
129
-930
1021
1204
-1748
395
573
2700
1891
-1016
-2380
-859
2173
987
-1425
1189
-449
1754
-1669
-957
-1484
95
651
1204
-1891
1568
3595
587
-523
-480
723
1743
547
-3692
-297
805
904
-1264
350
515
1670
-1951
-967
-2594
1394
229
-367
-1850
34
3328
2985
-325
399
-886
1356
161
-2228
-883
2156
-74
-1130
211
-172
4193
-569
112
-3249
704
749
-53
-2254
2311
1927
4468
681
-1759
-516
1039
-641
-760
-2922
2490
2896
908
686
-353
2117
1930
-1306
-3481
505
-575
-1123
-1995
739
2359
2594
1293
-332
-1102
997
-2031
-204
-2535
345
2103
3437
844
736
-254
3837
-889
-2940
-829
-162
-1675
-721
-228
1570
4650
-760
58
-1701
1825
-1036
301
-1759
1438
1299
4016
1489
1106
427
3107
-984
-3492
193
-37
-1121
-824
-1140
189
4828
130
-244
-2065
2079
219
94
-1933
-710
1350
4989
1214
1822
1652
2091
-523
-3834
-2773
940
126
1645
512
-814
2913
1152
-945
251
825
-1627
-487
-1898
1142
68
4507
1324
114
918
1830
93
-1952
-3750
190
300
1970
911
1883
2920
1240
-2285
161
665
-1187
-172
-3593
438
363
5298
854
-208
301
1966
-2050
-967
-3504
-362
256
2048
821
2690
2206
2829
-2704
-1735
-1
-1333
-269
-2408
-387
1236
3002
885
1209
930
2546
-441
-1409
-1580
-1016
-119
2140
941
3413
501
2726
-70
-2680
-2580
-1918
642
1334
-1281
1230
4100
1734
335
-52
-439
592
-1110
-5197
-451
1704
3335
910
-366
382
1662
-2096
-1899
-4951
-1348
-738
99
75
2096
3614
2484
-537
1787
215
3
704
-4085
-317
360
2405
522
1026
396
2401
-1068
-929
-4028
-1479
-47
60
-600
1752
1041
4647
28
-296
436
-1288
-1198
-817
-1883
2928
3987
1256
2212
943
1088
-472
-360
-5145
-311
356
1136
-1973
1695
2242
2579
1229
-754
-3407
-779
-321
-531
-1735
3342
4309
1568
2478
562
1366
600
385
-6503
-484
72
818
-166
2549
497
2749
1253
1610
-3796
-766
-1568
812
-735
1853
2602
3225
1403
-142
1008
971
1031
-4200
-1272
1354
434
274
527
630
3291
421
-355
-2628
-122
-2596
-106
-1309
1913
1745
4977
1463
-873
-987
655
-1803
-411
-3055
1714
1560
2065
1750
391
2224
1339
-1153
-2614
1143
815
437
-1885
864
2225
3659
